route_id,agency_id,route_short_name,route_long_name,route_type
1022,PMPML,91,Isha Nagari to Ma Na Pa Congress Bhavan (UP),3
1024,PMPML,92,Venutai Chavan College to Kothrud Depot (UP),3
589,PMPML,30,Ghotawade Phata to Marketyard Depot (UP),3
1026,PMPML,93,Wakad Pul to Deccan Gymkhana (UP),3
42,PMPML,117B,Raikarmala to Swargate Natraj Stand (UP),3
1028,PMPML,94,Pune Station Moledina Stand to Kothrud Depot (UP),3
1031,PMPML,94,Kothrud Depot to Pune Station Moledina Stand (DOWN),3
1032,PMPML,95,PVPIT College Bawdhan to Deccan Gymkhana (UP),3
1035,PMPML,97,Ganpati Matha to Sahakar Nagar (DOWN),3
1037,PMPML,98A,Ganpati Matha to Pune Station Moledina Road (DOWN),3
1294,PMPML,344A,Alandi to Susgaon Sunny World (DOWN),3
1039,PMPML,98B,Ma Na Pa Shramik Bhavan to Kesnand Phata Wagholi (DOWN),3
1040,PMPML,98,Kesnand Phata Wagholi to Ganpati Matha (UP),3
1055,PMPML,B2,Alandi to DY Patil College Charholi (DOWN),3
1044,PMPML,99,Kekan Gas to Kothrud Depot (UP),3
653,PMPML,329C,Pimpri Road to Sant Tukaram Maharaj Krida Sankul Wadacha Mal Dehugaon (DOWN),3
628,PMPML,322A,Ma Na Pa Main Gate to Akurdi Railway Station (DOWN),3
1046,PMPML,9,Deccan Gymkhana to Pune Station Moledina Stand (UP),3
1047,PMPML,9,Pune Station Moledina Stand to Deccan Gymkhana (DOWN),3
1051,PMPML,B1A,Bhosari Pmt Chowk to Dighi (DOWN),3
1053,PMPML,B1,Pimpri Chowk Metro Station to Dighi (DOWN),3
987,PMPML,84,Mutha Gaon to Deccan Gymkhana (UP),3
1057,PMPML,H11A,Hadapsar Gadital to Adarshnagar JSPM School (DOWN),3
640,PMPML,326A,Pimprigaon to Nageshwar Vidyalaya Chikhli (DOWN),3
1088,PMPML,K7A,Kothrud Stand to Sneha Vihar Dangat Patil Nagar (DOWN),3
1059,PMPML,H11,Hadapsar Gadital to Sanket Vihar Lane No 18 (DOWN),3
1064,PMPML,H8,Fursungi to Hadapsar Gadital (UP),3
1115,PMPML,METRO SHUTTLE 32,Nashik Phata Metro Station to Nigdi Bhakti Shakti (DOWN),3
1065,PMPML,H8,Hadapsar Gadital to Fursungi (DOWN),3
457,PMPML,233,Marketyard Depot to Paud Shashkiy Vishram Gruh (DOWN),3
1239,PMPML,METRO SHUTTLE 22,Hadapsar Gadital to Kalyani Nagar Metro Station (DOWN),3
434,PMPML,227,Marnewadi to Marketyard Depot (UP),3
1230,PMPML,383C,Megapolis Phase 3 to Sangvi Vasantdada Putala (UP),3
1069,PMPML,K11A,Kolewadi to Katraj (DOWN),3
697,PMPML,344,Alandi to Baner Depot (DOWN),3
1071,PMPML,K11B,Ambegaon Khurd Maruti Mandir to Katraj (DOWN),3
1076,PMPML,K12,Katraj to Abhinav Collage Narhe (UP),3
1096,PMPML,METRO SHUTTLE 17A,Pune Station St. Helena'S Stand to Hadapsar Gadital (UP),3
1078,PMPML,K13,Katraj to JSPM College Narhegaon (UP),3
1079,PMPML,K13,JSPM College Narhegaon to Katraj (DOWN),3
379,PMPML,207,Swargate to Saswad (DOWN),3
490,PMPML,276A,Chinchwadgaon Aundh Road to Nda 10 No. Gate (UP),3
1010,PMPML,87D,Deccan Gymkhana to Symbiosis University Hospital (DOWN),3
1081,PMPML,K14,Katraj to Gujarwadi (DOWN),3
938,PMPML,70,Mulshi Gaon to Marketyard Depot (UP),3
1084,PMPML,K18,Katraj to Waghjai Nagar Shivaji Chowk (UP),3
1083,PMPML,K16,Katraj Kondhwa Road to Yewalewadi (DOWN),3
424,PMPML,225,Hinjawadi Maan Phase 3 to Kharadi Gaon (UP),3
1094,PMPML,METRO SHUTTLE 13,Upper Depot to Swargate (DOWN),3
1099,PMPML,METRO SHUTTLE 17,Hadapsar Gadital to Shivaji Nagar Civil Court Metro Station (DOWN),3
562,PMPML,302A,Pimprigaon to Alandi (DOWN),3
1105,PMPML,METRO SHUTTLE 19,Ramwadi Metro Station to Lohgaon Airport (DOWN),3
715,PMPML,352,Pune Station Sassoon Road to Rajguru Nagar Low Collage (DOWN),3
1111,PMPML,METRO SHUTTLE 2,Shivaji Nagar Civil Court Metro Station to Ganpati Matha (DOWN),3
276,PMPML,170E,Pune Station Depot to Defence Colony (DOWN),3
1114,PMPML,METRO SHUTTLE 32,Nigdi Bhakti Shakti to Nashik Phata (UP),3
1129,PMPML,N14,Chinchwadgaon to Symbiosis College Kivale (DOWN),3
1130,PMPML,N15,Rupee Nagar to Nigdi Pawale Chowk (UP),3
